0.00.037.047 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.038.853 W srv  llama_server: -----------------
0.00.038.855 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.038.856 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.038.856 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.038.856 W srv  llama_server: -----------------
0.00.040.850 I srv    load_model: loading model 'models/rival/Qwen3.5-35B-A3B-UD-IQ3_S.gguf'
0.05.978.701 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.998.934 I srv  llama_server: model loaded
0.05.998.937 I srv  llama_server: listening on http://127.0.0.1:8087
0.10.259.454 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
12.42.504.951 I slot print_timing: id  0 | task 32013 | n_decoded =    541, tg =  35.90 t/s, tg_3s =  33.29 t/s
12.44.174.771 I slot print_timing: id  0 | task 32013 | prompt eval time =     332.84 ms /    99 tokens (    3.36 ms per token,   297.44 tokens per second)
12.44.174.795 I slot print_timing: id  0 | task 32013 |        eval time =   16737.50 ms /   600 tokens (   27.90 ms per token,    35.85 tokens per second)
12.44.174.797 I slot print_timing: id  0 | task 32013 |       total time =   17070.34 ms /   699 tokens
12.44.174.799 I slot print_timing: id  0 | task 32013 |    graphs reused =      32080
12.44.174.852 I slot      release: id  0 | task 32013 | stop processing: n_tokens = 698, truncated = 0
12.44.182.380 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
12.44.182.450 I slot launch_slot_: id  0 | task 32615 | processing task, is_child = 0
12.44.329.258 I slot print_timing: id  0 | task 32615 | prompt eval time =     115.60 ms /     9 tokens (   12.84 ms per token,    77.86 tokens per second)
12.44.329.264 I slot print_timing: id  0 | task 32615 |        eval time =      31.14 ms /     2 tokens (   15.57 ms per token,    64.22 tokens per second)
12.44.329.265 I slot print_timing: id  0 | task 32615 |       total time =     146.74 ms /    11 tokens
12.44.329.267 I slot print_timing: id  0 | task 32615 |    graphs reused =      32080
12.44.329.335 I slot      release: id  0 | task 32615 | stop processing: n_tokens = 708, truncated = 0
12.44.331.093 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12046059409
12.44.331.131 I slot launch_slot_: id  3 | task 32619 | processing task, is_child = 0
12.44.331.202 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.371 MiB)
12.47.683.638 I slot print_timing: id  3 | task 32619 | n_decoded =    108, tg =  35.81 t/s, tg_3s =  35.81 t/s
12.50.684.158 I slot print_timing: id  3 | task 32619 | n_decoded =    207, tg =  34.41 t/s, tg_3s =  32.99 t/s
12.53.701.990 I slot print_timing: id  3 | task 32619 | n_decoded =    312, tg =  34.54 t/s, tg_3s =  34.79 t/s
12.56.717.455 I slot print_timing: id  3 | task 32619 | n_decoded =    422, tg =  35.02 t/s, tg_3s =  36.48 t/s
12.59.738.023 I slot print_timing: id  3 | task 32619 | n_decoded =    539, tg =  35.77 t/s, tg_3s =  38.73 t/s
13.01.177.441 I slot print_timing: id  3 | task 32619 | prompt eval time =     252.04 ms /    54 tokens (    4.67 ms per token,   214.25 tokens per second)
13.01.177.453 I slot print_timing: id  3 | task 32619 |        eval time =   16509.56 ms /   600 tokens (   27.52 ms per token,    36.34 tokens per second)
13.01.177.454 I slot print_timing: id  3 | task 32619 |       total time =   16761.60 ms /   654 tokens
13.01.177.455 I slot print_timing: id  3 | task 32619 |    graphs reused =      32676
13.01.177.476 I slot      release: id  3 | task 32619 | stop processing: n_tokens = 653, truncated = 0
13.01.181.702 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
13.01.181.774 I slot launch_slot_: id  3 | task 33221 | processing task, is_child = 0
13.01.309.671 I slot print_timing: id  3 | task 33221 | prompt eval time =     102.09 ms /     9 tokens (   11.34 ms per token,    88.16 tokens per second)
13.01.309.678 I slot print_timing: id  3 | task 33221 |        eval time =      25.75 ms /     2 tokens (   12.88 ms per token,    77.66 tokens per second)
13.01.309.680 I slot print_timing: id  3 | task 33221 |       total time =     127.84 ms /    11 tokens
13.01.309.681 I slot print_timing: id  3 | task 33221 |    graphs reused =      32676
13.01.309.740 I slot      release: id  3 | task 33221 | stop processing: n_tokens = 663, truncated = 0
13.01.311.605 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12061236368
13.01.311.640 I slot launch_slot_: id  2 | task 33225 | processing task, is_child = 0
13.01.311.742 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.684 MiB)
13.04.690.647 I slot print_timing: id  2 | task 33225 | n_decoded =    122, tg =  40.29 t/s, tg_3s =  40.29 t/s
13.07.711.274 I slot print_timing: id  2 | task 33225 | n_decoded =    214, tg =  35.38 t/s, tg_3s =  30.46 t/s
13.10.716.345 I slot print_timing: id  2 | task 33225 | n_decoded =    305, tg =  33.69 t/s, tg_3s =  30.28 t/s
13.13.730.945 I slot print_timing: id  2 | task 33225 | n_decoded =    435, tg =  36.04 t/s, tg_3s =  43.12 t/s
13.16.731.981 I slot print_timing: id  2 | task 33225 | n_decoded =    549, tg =  36.43 t/s, tg_3s =  37.99 t/s
13.17.890.339 I slot print_timing: id  2 | task 33225 | prompt eval time =     287.65 ms /    78 tokens (    3.69 ms per token,   271.16 tokens per second)
13.17.890.342 I slot print_timing: id  2 | task 33225 |        eval time =   16227.70 ms /   600 tokens (   27.05 ms per token,    36.97 tokens per second)
13.17.890.344 I slot print_timing: id  2 | task 33225 |       total time =   16515.35 ms /   678 tokens
13.17.890.344 I slot print_timing: id  2 | task 33225 |    graphs reused =      33272
13.17.890.366 I slot      release: id  2 | task 33225 | stop processing: n_tokens = 677, truncated = 0
13.17.892.215 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
13.17.892.227 I slot launch_slot_: id  2 | task 33827 | processing task, is_child = 0
13.17.998.496 I slot print_timing: id  2 | task 33827 | prompt eval time =      86.13 ms /     9 tokens (    9.57 ms per token,   104.49 tokens per second)
13.17.998.499 I slot print_timing: id  2 | task 33827 |        eval time =      20.12 ms /     2 tokens (   10.06 ms per token,    99.39 tokens per second)
13.17.998.500 I slot print_timing: id  2 | task 33827 |       total time =     106.25 ms /    11 tokens
13.17.998.500 I slot print_timing: id  2 | task 33827 |    graphs reused =      33272
13.17.998.542 I slot      release: id  2 | task 33827 | stop processing: n_tokens = 687, truncated = 0
13.17.999.473 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12076536660
13.17.999.486 I slot launch_slot_: id  1 | task 33831 | processing task, is_child = 0
13.17.999.520 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.606 MiB)
13.21.320.571 I slot print_timing: id  1 | task 33831 | n_decoded =    151, tg =  50.30 t/s, tg_3s =  50.30 t/s
13.24.331.645 I slot print_timing: id  1 | task 33831 | n_decoded =    310, tg =  51.56 t/s, tg_3s =  52.80 t/s
13.27.341.353 I slot print_timing: id  1 | task 33831 | n_decoded =    457, tg =  50.65 t/s, tg_3s =  48.84 t/s
13.30.145.695 I slot print_timing: id  1 | task 33831 | prompt eval time =     272.41 ms /    74 tokens (    3.68 ms per token,   271.65 tokens per second)
13.30.145.698 I slot print_timing: id  1 | task 33831 |        eval time =   11826.97 ms /   600 tokens (   19.71 ms per token,    50.73 tokens per second)
13.30.145.698 I slot print_timing: id  1 | task 33831 |       total time =   12099.38 ms /   674 tokens
13.30.145.699 I slot print_timing: id  1 | task 33831 |    graphs reused =      33868
13.30.145.727 I slot      release: id  1 | task 33831 | stop processing: n_tokens = 673, truncated = 0
13.30.148.418 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
13.30.148.437 I slot launch_slot_: id  1 | task 34433 | processing task, is_child = 0
13.30.254.948 I slot print_timing: id  1 | task 34433 | prompt eval time =      86.21 ms /     9 tokens (    9.58 ms per token,   104.40 tokens per second)
13.30.254.951 I slot print_timing: id  1 | task 34433 |        eval time =      20.29 ms /     2 tokens (   10.14 ms per token,    98.59 tokens per second)
13.30.254.952 I slot print_timing: id  1 | task 34433 |       total time =     106.50 ms /    11 tokens
13.30.254.952 I slot print_timing: id  1 | task 34433 |    graphs reused =      33868
13.30.254.985 I slot      release: id  1 | task 34433 | stop processing: n_tokens = 683, truncated = 0
13.30.255.962 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12093840134
13.30.255.979 I slot launch_slot_: id  0 | task 34437 | processing task, is_child = 0
13.30.256.009 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.762 MiB)
13.33.548.212 I slot print_timing: id  0 | task 34437 | n_decoded =    114, tg =  37.84 t/s, tg_3s =  37.84 t/s
13.36.548.229 I slot print_timing: id  0 | task 34437 | n_decoded =    242, tg =  40.25 t/s, tg_3s =  42.67 t/s
13.39.553.827 I slot print_timing: id  0 | task 34437 | n_decoded =    396, tg =  43.91 t/s, tg_3s =  51.24 t/s
13.42.585.192 I slot print_timing: id  0 | task 34437 | n_decoded =    481, tg =  39.92 t/s, tg_3s =  28.04 t/s
13.45.595.785 I slot print_timing: id  0 | task 34437 | prompt eval time =     231.41 ms /    50 tokens (    4.63 ms per token,   216.07 tokens per second)
13.45.595.789 I slot print_timing: id  0 | task 34437 |        eval time =   15060.21 ms /   600 tokens (   25.10 ms per token,    39.84 tokens per second)
13.45.595.789 I slot print_timing: id  0 | task 34437 |       total time =   15291.62 ms /   650 tokens
13.45.595.790 I slot print_timing: id  0 | task 34437 |    graphs reused =      34464
13.45.595.808 I slot      release: id  0 | task 34437 | stop processing: n_tokens = 649, truncated = 0
13.45.597.562 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
13.45.597.578 I slot launch_slot_: id  0 | task 35039 | processing task, is_child = 0
13.45.699.584 I slot print_timing: id  0 | task 35039 | prompt eval time =      81.62 ms /     8 tokens (   10.20 ms per token,    98.02 tokens per second)
13.45.699.587 I slot print_timing: id  0 | task 35039 |        eval time =      20.37 ms /     2 tokens (   10.18 ms per token,    98.20 tokens per second)
13.45.699.588 I slot print_timing: id  0 | task 35039 |       total time =     101.98 ms /    10 tokens
13.45.699.588 I slot print_timing: id  0 | task 35039 |    graphs reused =      34464
13.45.699.614 I slot      release: id  0 | task 35039 | stop processing: n_tokens = 658, truncated = 0
13.45.700.784 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12110820539
13.45.700.803 I slot launch_slot_: id  3 | task 35043 | processing task, is_child = 0
13.45.700.831 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.958 MiB)
13.49.035.461 I slot print_timing: id  3 | task 35043 | n_decoded =    134, tg =  44.55 t/s, tg_3s =  44.55 t/s
13.52.049.859 I slot print_timing: id  3 | task 35043 | n_decoded =    289, tg =  47.99 t/s, tg_3s =  51.42 t/s
13.55.061.386 I slot print_timing: id  3 | task 35043 | n_decoded =    442, tg =  48.93 t/s, tg_3s =  50.80 t/s
13.58.078.263 I slot print_timing: id  3 | task 35043 | n_decoded =    597, tg =  49.54 t/s, tg_3s =  51.38 t/s
13.58.133.506 I slot print_timing: id  3 | task 35043 | prompt eval time =     279.60 ms /    78 tokens (    3.58 ms per token,   278.97 tokens per second)
13.58.133.509 I slot print_timing: id  3 | task 35043 |        eval time =   12106.07 ms /   600 tokens (   20.18 ms per token,    49.56 tokens per second)
13.58.133.514 I slot print_timing: id  3 | task 35043 |       total time =   12385.67 ms /   678 tokens
13.58.133.515 I slot print_timing: id  3 | task 35043 |    graphs reused =      35060
13.58.133.528 I slot      release: id  3 | task 35043 | stop processing: n_tokens = 677, truncated = 0
13.58.135.169 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
13.58.135.184 I slot launch_slot_: id  3 | task 35645 | processing task, is_child = 0
13.58.240.409 I slot print_timing: id  3 | task 35645 | prompt eval time =      85.17 ms /     9 tokens (    9.46 ms per token,   105.67 tokens per second)
13.58.240.413 I slot print_timing: id  3 | task 35645 |        eval time =      20.04 ms /     2 tokens (   10.02 ms per token,    99.83 tokens per second)
13.58.240.413 I slot print_timing: id  3 | task 35645 |       total time =     105.21 ms /    11 tokens
13.58.240.414 I slot print_timing: id  3 | task 35645 |    graphs reused =      35060
13.58.240.441 I slot      release: id  3 | task 35645 | stop processing: n_tokens = 687, truncated = 0
13.58.241.532 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12127509341
13.58.241.547 I slot launch_slot_: id  2 | task 35649 | processing task, is_child = 0
13.58.241.585 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.977 MiB)
14.01.590.369 I slot print_timing: id  2 | task 35649 | n_decoded =    121, tg =  40.24 t/s, tg_3s =  40.24 t/s
14.04.598.268 I slot print_timing: id  2 | task 35649 | n_decoded =    268, tg =  44.55 t/s, tg_3s =  48.87 t/s
14.07.612.905 I slot print_timing: id  2 | task 35649 | n_decoded =    400, tg =  44.30 t/s, tg_3s =  43.79 t/s
14.10.633.481 I slot print_timing: id  2 | task 35649 | n_decoded =    484, tg =  40.16 t/s, tg_3s =  27.81 t/s
14.13.363.324 I slot print_timing: id  2 | task 35649 | prompt eval time =     293.33 ms /    94 tokens (    3.12 ms per token,   320.46 tokens per second)
14.13.363.328 I slot print_timing: id  2 | task 35649 |        eval time =   14780.19 ms /   600 tokens (   24.63 ms per token,    40.59 tokens per second)
14.13.363.329 I slot print_timing: id  2 | task 35649 |       total time =   15073.52 ms /   694 tokens
14.13.363.329 I slot print_timing: id  2 | task 35649 |    graphs reused =      35656
14.13.363.341 I slot      release: id  2 | task 35649 | stop processing: n_tokens = 693, truncated = 0
14.13.365.030 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 1.000
14.13.365.046 I slot launch_slot_: id  2 | task 36251 | processing task, is_child = 0
14.13.470.759 I slot print_timing: id  2 | task 36251 | prompt eval time =      85.83 ms /     9 tokens (    9.54 ms per token,   104.86 tokens per second)
14.13.470.762 I slot print_timing: id  2 | task 36251 |        eval time =      19.87 ms /     2 tokens (    9.94 ms per token,   100.65 tokens per second)
14.13.470.763 I slot print_timing: id  2 | task 36251 |       total time =     105.70 ms /    11 tokens
14.13.470.763 I slot print_timing: id  2 | task 36251 |    graphs reused =      35656
14.13.470.793 I slot      release: id  2 | task 36251 | stop processing: n_tokens = 703, truncated = 0
14.13.577.493 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12139765784
14.13.577.514 I slot launch_slot_: id  1 | task 36255 | processing task, is_child = 0
14.13.577.552 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.606 MiB)
14.13.898.946 I slot print_timing: id  1 | task 36255 | prompt eval time =     271.83 ms /    70 tokens (    3.88 ms per token,   257.51 tokens per second)
14.13.898.949 I slot print_timing: id  1 | task 36255 |        eval time =      20.31 ms /     2 tokens (   10.15 ms per token,    98.48 tokens per second)
14.13.898.949 I slot print_timing: id  1 | task 36255 |       total time =     292.14 ms /    72 tokens
14.13.898.950 I slot print_timing: id  1 | task 36255 |    graphs reused =      35656
14.13.898.964 I slot      release: id  1 | task 36255 | stop processing: n_tokens = 71, truncated = 0
14.13.900.139 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12155210413
14.13.900.153 I slot launch_slot_: id  0 | task 36259 | processing task, is_child = 0
14.14.216.038 I slot print_timing: id  0 | task 36259 | prompt eval time =     280.90 ms /    85 tokens (    3.30 ms per token,   302.60 tokens per second)
14.14.216.041 I slot print_timing: id  0 | task 36259 |        eval time =      20.70 ms /     2 tokens (   10.35 ms per token,    96.63 tokens per second)
14.14.216.041 I slot print_timing: id  0 | task 36259 |       total time =     301.60 ms /    87 tokens
14.14.216.042 I slot print_timing: id  0 | task 36259 |    graphs reused =      35656
14.14.216.055 I slot      release: id  0 | task 36259 | stop processing: n_tokens = 86, truncated = 0
14.14.217.127 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12167751240
14.14.217.143 I slot launch_slot_: id  3 | task 36263 | processing task, is_child = 0
14.14.217.155 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.977 MiB)
14.14.530.019 I slot print_timing: id  3 | task 36263 | prompt eval time =     285.53 ms /    88 tokens (    3.24 ms per token,   308.20 tokens per second)
14.14.530.022 I slot print_timing: id  3 | task 36263 |        eval time =      20.52 ms /     2 tokens (   10.26 ms per token,    97.47 tokens per second)
14.14.530.022 I slot print_timing: id  3 | task 36263 |       total time =     306.05 ms /    90 tokens
14.14.530.023 I slot print_timing: id  3 | task 36263 |    graphs reused =      35656
14.14.530.037 I slot      release: id  3 | task 36263 | stop processing: n_tokens = 89, truncated = 0
14.14.531.058 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12182981592
14.14.531.072 I slot launch_slot_: id  2 | task 36267 | processing task, is_child = 0
14.14.850.235 I slot print_timing: id  2 | task 36267 | prompt eval time =     294.89 ms /    99 tokens (    2.98 ms per token,   335.71 tokens per second)
14.14.850.238 I slot print_timing: id  2 | task 36267 |        eval time =      20.38 ms /     2 tokens (   10.19 ms per token,    98.15 tokens per second)
14.14.850.238 I slot print_timing: id  2 | task 36267 |       total time =     315.27 ms /   101 tokens
14.14.850.238 I slot print_timing: id  2 | task 36267 |    graphs reused =      35656
14.14.850.253 I slot      release: id  2 | task 36267 | stop processing: n_tokens = 100, truncated = 0
14.14.851.182 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12183409763
14.14.851.196 I slot launch_slot_: id  1 | task 36271 | processing task, is_child = 0
14.15.200.002 I slot print_timing: id  1 | task 36271 | prompt eval time =     315.35 ms /   112 tokens (    2.82 ms per token,   355.16 tokens per second)
14.15.200.006 I slot print_timing: id  1 | task 36271 |        eval time =      19.19 ms /     2 tokens (    9.59 ms per token,   104.23 tokens per second)
14.15.200.006 I slot print_timing: id  1 | task 36271 |       total time =     334.54 ms /   114 tokens
14.15.200.009 I slot print_timing: id  1 | task 36271 |    graphs reused =      35656
14.15.200.029 I slot      release: id  1 | task 36271 | stop processing: n_tokens = 113, truncated = 0
14.15.201.169 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12183726855
14.15.201.185 I slot launch_slot_: id  0 | task 36275 | processing task, is_child = 0
14.15.201.200 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.782 MiB)
14.15.543.940 I slot print_timing: id  0 | task 36275 | prompt eval time =     317.28 ms /   112 tokens (    2.83 ms per token,   353.00 tokens per second)
14.15.543.945 I slot print_timing: id  0 | task 36275 |        eval time =      21.86 ms /     2 tokens (   10.93 ms per token,    91.47 tokens per second)
14.15.543.947 I slot print_timing: id  0 | task 36275 |       total time =     339.14 ms /   114 tokens
14.15.543.947 I slot print_timing: id  0 | task 36275 |    graphs reused =      35656
14.15.543.970 I slot      release: id  0 | task 36275 | stop processing: n_tokens = 113, truncated = 0
14.15.545.507 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12184040836
14.15.545.534 I slot launch_slot_: id  3 | task 36279 | processing task, is_child = 0
14.15.866.374 I slot print_timing: id  3 | task 36279 | prompt eval time =     295.67 ms /   100 tokens (    2.96 ms per token,   338.22 tokens per second)
14.15.866.381 I slot print_timing: id  3 | task 36279 |        eval time =      20.50 ms /     2 tokens (   10.25 ms per token,    97.54 tokens per second)
14.15.866.381 I slot print_timing: id  3 | task 36279 |       total time =     316.17 ms /   102 tokens
14.15.866.382 I slot print_timing: id  3 | task 36279 |    graphs reused =      35656
14.15.866.402 I slot      release: id  3 | task 36279 | stop processing: n_tokens = 101, truncated = 0
14.15.867.533 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12184361052
14.15.867.549 I slot launch_slot_: id  2 | task 36283 | processing task, is_child = 0
14.15.867.574 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.036 MiB)
14.16.180.912 I slot print_timing: id  2 | task 36283 | prompt eval time =     283.16 ms /    83 tokens (    3.41 ms per token,   293.12 tokens per second)
14.16.180.922 I slot print_timing: id  2 | task 36283 |        eval time =      26.11 ms /     2 tokens (   13.05 ms per token,    76.60 tokens per second)
14.16.180.923 I slot print_timing: id  2 | task 36283 |       total time =     309.27 ms /    85 tokens
14.16.180.924 I slot print_timing: id  2 | task 36283 |    graphs reused =      35656
14.16.180.952 I slot      release: id  2 | task 36283 | stop processing: n_tokens = 84, truncated = 0
14.16.181.947 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12184710828
14.16.181.985 I slot launch_slot_: id  1 | task 36287 | processing task, is_child = 0
14.16.465.999 I slot print_timing: id  1 | task 36287 | prompt eval time =     256.70 ms /    66 tokens (    3.89 ms per token,   257.11 tokens per second)
14.16.466.002 I slot print_timing: id  1 | task 36287 |        eval time =      20.17 ms /     2 tokens (   10.08 ms per token,    99.16 tokens per second)
14.16.466.003 I slot print_timing: id  1 | task 36287 |       total time =     276.87 ms /    68 tokens
14.16.466.003 I slot print_timing: id  1 | task 36287 |    graphs reused =      35656
14.16.466.017 I slot      release: id  1 | task 36287 | stop processing: n_tokens = 67, truncated = 0
14.16.466.984 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12185054769
14.16.468.478 I slot launch_slot_: id  0 | task 36291 | processing task, is_child = 0
14.16.771.342 I slot print_timing: id  0 | task 36291 | prompt eval time =     278.89 ms /    79 tokens (    3.53 ms per token,   283.26 tokens per second)
14.16.771.345 I slot print_timing: id  0 | task 36291 |        eval time =      20.46 ms /     2 tokens (   10.23 ms per token,    97.76 tokens per second)
14.16.771.345 I slot print_timing: id  0 | task 36291 |       total time =     299.35 ms /    81 tokens
14.16.771.345 I slot print_timing: id  0 | task 36291 |    graphs reused =      35656
14.16.771.359 I slot      release: id  0 | task 36291 | stop processing: n_tokens = 80, truncated = 0
14.16.772.463 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12185377201
14.16.772.485 I slot launch_slot_: id  3 | task 36295 | processing task, is_child = 0
14.16.772.498 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.134 MiB)
14.17.106.337 I slot print_timing: id  3 | task 36295 | prompt eval time =     309.72 ms /   104 tokens (    2.98 ms per token,   335.78 tokens per second)
14.17.106.342 I slot print_timing: id  3 | task 36295 |        eval time =      20.50 ms /     2 tokens (   10.25 ms per token,    97.56 tokens per second)
14.17.106.342 I slot print_timing: id  3 | task 36295 |       total time =     330.22 ms /   106 tokens
14.17.106.342 I slot print_timing: id  3 | task 36295 |    graphs reused =      35656
14.17.106.366 I slot      release: id  3 | task 36295 | stop processing: n_tokens = 105, truncated = 0
14.17.107.436 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12185691751
14.17.107.450 I slot launch_slot_: id  2 | task 36299 | processing task, is_child = 0
14.17.416.050 I slot print_timing: id  2 | task 36299 | prompt eval time =     274.17 ms /    81 tokens (    3.38 ms per token,   295.43 tokens per second)
14.17.416.055 I slot print_timing: id  2 | task 36299 |        eval time =      20.62 ms /     2 tokens (   10.31 ms per token,    96.97 tokens per second)
14.17.416.056 I slot print_timing: id  2 | task 36299 |       total time =     294.80 ms /    83 tokens
14.17.416.056 I slot print_timing: id  2 | task 36299 |    graphs reused =      35656
14.17.416.080 I slot      release: id  2 | task 36299 | stop processing: n_tokens = 82, truncated = 0
14.17.417.049 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12185976816
14.17.417.064 I slot launch_slot_: id  1 | task 36303 | processing task, is_child = 0
14.17.417.079 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.271 MiB)
14.17.709.178 I slot print_timing: id  1 | task 36303 | prompt eval time =     267.75 ms /    70 tokens (    3.83 ms per token,   261.44 tokens per second)
14.17.709.182 I slot print_timing: id  1 | task 36303 |        eval time =      20.82 ms /     2 tokens (   10.41 ms per token,    96.07 tokens per second)
14.17.709.183 I slot print_timing: id  1 | task 36303 |       total time =     288.57 ms /    72 tokens
14.17.709.183 I slot print_timing: id  1 | task 36303 |    graphs reused =      35656
14.17.709.197 I slot      release: id  1 | task 36303 | stop processing: n_tokens = 71, truncated = 0
14.17.710.418 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12186282160
14.17.710.437 I slot launch_slot_: id  0 | task 36307 | processing task, is_child = 0
14.18.128.298 I slot print_timing: id  0 | task 36307 | prompt eval time =     367.08 ms /   137 tokens (    2.68 ms per token,   373.21 tokens per second)
14.18.128.322 I slot print_timing: id  0 | task 36307 |        eval time =      35.86 ms /     2 tokens (   17.93 ms per token,    55.77 tokens per second)
14.18.128.323 I slot print_timing: id  0 | task 36307 |       total time =     402.94 ms /   139 tokens
14.18.128.324 I slot print_timing: id  0 | task 36307 |    graphs reused =      35656
14.18.128.377 I slot      release: id  0 | task 36307 | stop processing: n_tokens = 138, truncated = 0
14.18.131.198 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12186617165
14.18.131.304 I slot launch_slot_: id  3 | task 36311 | processing task, is_child = 0
14.18.131.405 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.293 MiB)
14.18.429.785 I slot print_timing: id  3 | task 36311 | prompt eval time =     260.56 ms /    67 tokens (    3.89 ms per token,   257.14 tokens per second)
14.18.429.790 I slot print_timing: id  3 | task 36311 |        eval time =      22.46 ms /     2 tokens (   11.23 ms per token,    89.06 tokens per second)
14.18.429.790 I slot print_timing: id  3 | task 36311 |       total time =     283.02 ms /    69 tokens
14.18.429.791 I slot print_timing: id  3 | task 36311 |    graphs reused =      35656
14.18.429.804 I slot      release: id  3 | task 36311 | stop processing: n_tokens = 68, truncated = 0
14.18.430.973 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12186926879
14.18.430.991 I slot launch_slot_: id  2 | task 36315 | processing task, is_child = 0
14.18.751.632 I slot print_timing: id  2 | task 36315 | prompt eval time =     279.38 ms /    78 tokens (    3.58 ms per token,   279.19 tokens per second)
14.18.751.635 I slot print_timing: id  2 | task 36315 |        eval time =      20.40 ms /     2 tokens (   10.20 ms per token,    98.03 tokens per second)
14.18.751.636 I slot print_timing: id  2 | task 36315 |       total time =     299.78 ms /    80 tokens
14.18.751.637 I slot print_timing: id  2 | task 36315 |    graphs reused =      35656
14.18.751.658 I slot      release: id  2 | task 36315 | stop processing: n_tokens = 79, truncated = 0
14.18.752.655 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12187219996
14.18.752.670 I slot launch_slot_: id  1 | task 36319 | processing task, is_child = 0
14.18.752.687 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.332 MiB)
14.19.030.000 I slot print_timing: id  1 | task 36319 | prompt eval time =     252.93 ms /    67 tokens (    3.78 ms per token,   264.90 tokens per second)
14.19.030.004 I slot print_timing: id  1 | task 36319 |        eval time =      20.87 ms /     2 tokens (   10.43 ms per token,    95.84 tokens per second)
14.19.030.005 I slot print_timing: id  1 | task 36319 |       total time =     273.80 ms /    69 tokens
14.19.030.005 I slot print_timing: id  1 | task 36319 |    graphs reused =      35656
14.19.030.023 I slot      release: id  1 | task 36319 | stop processing: n_tokens = 68, truncated = 0
14.19.031.137 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12187639177
14.19.031.155 I slot launch_slot_: id  0 | task 36323 | processing task, is_child = 0
